type,ident,Latitude,Longitude,Zone,Boundary,Waterbody,Exclude
WAYPOINT,SFR0800,29.83445,-82.63441667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0801,29.83308333,-82.63553333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0802,29.83533333,-82.63443333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0803,29.8338,-82.63493333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0804,29.83621667,-82.63466667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0805,29.83468333,-82.63473333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0806,29.8371,-82.6348,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0807,29.83558333,-82.63486667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0808,29.838,-82.63486667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0809,29.83645,-82.63513333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0810,29.83888333,-82.6347,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0811,29.83735,-82.63516667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0812,29.8397,-82.63426667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0813,29.83825,-82.63516667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0814,29.84035,-82.63355,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0815,29.83911667,-82.63495,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0816,29.84081667,-82.63268333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0817,29.83991667,-82.6345,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0818,29.8412,-82.63175,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0819,29.84058333,-82.63381667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0820,29.84191667,-82.6311,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0821,29.84106667,-82.63295,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0822,29.84265,-82.63051667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0823,29.84146667,-82.63203333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0824,29.84351667,-82.6303,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0825,29.84213333,-82.63133333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0826,29.84438333,-82.63055,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0827,29.84286667,-82.63076667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0828,29.84513333,-82.63111667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0829,29.84376667,-82.63073333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0830,29.8459,-82.63168333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0831,29.84458333,-82.63113333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0832,29.84673333,-82.632,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0833,29.84533333,-82.6317,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0834,29.84761667,-82.63188333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0835,29.84616667,-82.6321,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0836,29.84848333,-82.63161667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0837,29.84705,-82.63226667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0838,29.84898333,-82.6308,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0839,29.84793333,-82.63216667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0840,29.84921667,-82.62995,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0841,29.84876667,-82.63185,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0842,29.84916667,-82.62891667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0843,29.84931667,-82.63106667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0844,29.84896667,-82.6279,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0845,29.84953333,-82.63006667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0846,29.84886667,-82.62688333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0847,29.84945,-82.62905,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0848,29.84856667,-82.6259,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0849,29.84933333,-82.62801667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0850,29.84838333,-82.6249,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0851,29.8492,-82.627,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0852,29.84836667,-82.62386667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0853,29.84893333,-82.62601667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0854,29.8484,-82.62283333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0855,29.84881667,-82.62503333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0856,29.84818333,-82.62185,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0857,29.84883333,-82.62403333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0858,29.84778333,-82.62093333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0859,29.84878333,-82.623,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0860,29.84733333,-82.62003333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0861,29.8488,-82.62198333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0862,29.84695,-82.61911667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0863,29.84841667,-82.62108333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0864,29.84685,-82.6181,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0865,29.84791667,-82.62023333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0866,29.84748333,-82.61745,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0867,29.84741667,-82.61938333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0868,29.84836667,-82.6173,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0869,29.84721667,-82.6184,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0870,29.84926667,-82.61735,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0871,29.84786667,-82.61776667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0872,29.85015,-82.61756667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0873,29.84876667,-82.61771667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0874,29.8509,-82.61811667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0875,29.84965,-82.61781667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0876,29.85126667,-82.61903333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0877,29.85046667,-82.61826667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0878,29.85138333,-82.62005,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0879,29.85095,-82.61911667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0880,29.85195,-82.62083333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0881,29.85111667,-82.62013333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0882,29.85208333,-82.62185,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0883,29.85158333,-82.621,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0884,29.85268333,-82.62248333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0885,29.8518,-82.62196667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0886,29.85353333,-82.6228,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0887,29.85233333,-82.6227,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0888,29.85443333,-82.6227,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0889,29.85318333,-82.62303333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0890,29.85523333,-82.62225,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0891,29.85406667,-82.62315,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0892,29.85596667,-82.62165,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0893,29.85491667,-82.62283333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0894,29.85668333,-82.62101667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0895,29.85571667,-82.62238333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0896,29.85755,-82.62086667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0897,29.8564,-82.62171667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0898,29.85833333,-82.62041667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0899,29.85715,-82.62118333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0900,29.85895,-82.61966667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0901,29.85803333,-82.62106667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0902,29.8587,-82.61875,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0903,29.85873333,-82.62043333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0904,29.8583,-82.61781667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0905,29.85931667,-82.61966667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0906,29.85788333,-82.61691667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0907,29.85913333,-82.6187,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0908,29.85713333,-82.61643333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0909,29.85865,-82.61783333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0910,29.85633333,-82.61595,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0911,29.85825,-82.6169,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0912,29.85565,-82.61528333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0913,29.85763333,-82.6162,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0914,29.8549,-82.61471667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0915,29.8568,-82.61585,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0916,29.85423333,-82.61403333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0917,29.8561,-82.61525,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0918,29.8537,-82.6132,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0919,29.85563333,-82.6144,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0920,29.85301667,-82.61255,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0921,29.85493333,-82.61388333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0922,29.85233333,-82.61188333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0923,29.85435,-82.61323333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0924,29.85178333,-82.61106667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0925,29.85373333,-82.6125,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0926,29.85193333,-82.61008333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0927,29.85298333,-82.61191667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0928,29.85231667,-82.60915,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0929,29.85245,-82.61111667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0930,29.8529,-82.60836667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0931,29.85238333,-82.61016667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0932,29.85275,-82.60736667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0933,29.85275,-82.60931667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0934,29.85266667,-82.60636667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0935,29.85326667,-82.60853333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0936,29.85306667,-82.60545,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0937,29.85348333,-82.60755,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0938,29.85375,-82.60478333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0939,29.85308333,-82.60663333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0940,29.8545,-82.60441667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0941,29.85331667,-82.60568333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0942,29.85465,-82.60341667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0943,29.85401667,-82.60506667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0944,29.855,-82.60276667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0945,29.85475,-82.60465,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0946,29.8556,-82.60315,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0947,29.85498333,-82.60371667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0948,29.85638333,-82.6027,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0949,29.85578333,-82.60341667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0950,29.85726667,-82.60253333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0951,29.8566,-82.60296667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0952,29.85788333,-82.60186667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0953,29.85748333,-82.60276667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0954,29.85798333,-82.6009,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0955,29.85806667,-82.60213333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0956,29.85856667,-82.60018333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0957,29.8581,-82.60118333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0958,29.85885,-82.59938333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0959,29.85866667,-82.60043333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0960,29.85871667,-82.5984,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0961,29.8592,-82.59968333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0962,29.85868333,-82.59736667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0963,29.8591,-82.59868333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0964,29.85901667,-82.5964,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0965,29.85898333,-82.59766667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0966,29.85948333,-82.59561667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0967,29.85921667,-82.59666667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0968,29.86011667,-82.5949,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0969,29.85971667,-82.59588333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0970,29.86088333,-82.59438333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0971,29.86035,-82.59518333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0972,29.86138333,-82.59355,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0973,29.86113333,-82.5947,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0974,29.86186667,-82.59266667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0975,29.86161667,-82.59383333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0976,29.8626,-82.59218333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0977,29.86206667,-82.59295,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0978,29.86343333,-82.59208333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0979,29.86285,-82.59263333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0980,29.86423333,-82.59161667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0981,29.86371667,-82.59245,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0982,29.86506667,-82.59123333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0983,29.86451667,-82.59196667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0984,29.86593333,-82.59106667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0985,29.86535,-82.59156667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0986,29.86626667,-82.59023333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0987,29.86616667,-82.59131667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0988,29.86645,-82.58923333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0989,29.86678333,-82.5906,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0990,29.8667,-82.58825,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0991,29.86668333,-82.58973333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0992,29.86646667,-82.58725,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0993,29.86696667,-82.58876667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0994,29.8666,-82.58631667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0995,29.86696667,-82.58775,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0996,29.86743333,-82.58648333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0997,29.86705,-82.58686667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0998,29.86823333,-82.58688333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR0999,29.86786667,-82.5872,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1000,29.86883333,-82.58761667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1001,29.86856667,-82.58785,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1002,29.86941667,-82.5884,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1003,29.86915,-82.58861667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1004,29.87006667,-82.58911667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1005,29.86978333,-82.58935,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1006,29.87086667,-82.58958333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1007,29.87055,-82.58985,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1008,29.8717,-82.58971667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1009,29.87141667,-82.59015,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1010,29.8725,-82.58935,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1011,29.87221667,-82.58981667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1012,29.87321667,-82.58991667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1013,29.87296667,-82.59016667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1014,29.87361667,-82.59083333,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1015,29.87331667,-82.59111667,2,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1076,29.9214,-82.56358333,1,TRUE,Santa Fe River,FALSE
WAYPOINT,SFR1077,29.92113333,-82.56425,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1078,29.92131667,-82.56263333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1079,29.9219,-82.5646,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1080,29.9218,-82.56178333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1081,29.92226667,-82.56371667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1082,29.9221,-82.5608,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1083,29.9216,-82.56331667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1084,29.9228,-82.56091667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1085,29.92173333,-82.56233333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1086,29.9227,-82.5619,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1087,29.9221,-82.56143333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1088,29.9233,-82.5616,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1089,29.92261667,-82.56106667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1090,29.92398333,-82.5611,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1091,29.92255,-82.56206667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1092,29.92483333,-82.56081667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1093,29.92325,-82.56203333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1094,29.92548333,-82.56011667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1095,29.9239,-82.56135,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1096,29.92605,-82.55933333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1097,29.92478333,-82.56128333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1098,29.92646667,-82.55841667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1099,29.9256,-82.56085,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1100,29.9269,-82.5575,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1101,29.92625,-82.56015,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1102,29.92745,-82.5567,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1103,29.92675,-82.55931667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1104,29.9278,-82.55575,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1105,29.92711667,-82.55851667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1106,29.92833333,-82.55491667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1107,29.92755,-82.55761667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1108,29.92838333,-82.55388333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1109,29.92791667,-82.55666667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1110,29.92843333,-82.55285,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1111,29.9282,-82.5557,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1112,29.9285,-82.55183333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1113,29.92875,-82.55486667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1114,29.92846667,-82.55085,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1115,29.92876667,-82.55385,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1116,29.92771667,-82.5503,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1117,29.92878333,-82.55281667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1118,29.92688333,-82.54993333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1119,29.92885,-82.5518,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1120,29.92611667,-82.54938333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1121,29.92886667,-82.55076667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1122,29.92561667,-82.54855,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1123,29.92826667,-82.55003333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1124,29.92521667,-82.54763333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1125,29.92743333,-82.54968333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1126,29.92511667,-82.5466,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1127,29.92661667,-82.54923333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1128,29.92501667,-82.54558333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1129,29.92601667,-82.54848333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1130,29.92493333,-82.54455,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1131,29.92571667,-82.54753333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1132,29.92503333,-82.54353333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1133,29.92551667,-82.54651667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1134,29.9252,-82.54251667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1135,29.92535,-82.5455,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1136,29.92531667,-82.5415,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1137,29.92536667,-82.54465,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1138,29.92585,-82.54071667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1139,29.92545,-82.54361667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1140,29.92663333,-82.54028333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1141,29.92553333,-82.54258333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1142,29.92748333,-82.54006667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1143,29.9257,-82.54158333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1144,29.92833333,-82.53971667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1145,29.9264,-82.54093333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1146,29.92895,-82.539,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1147,29.9272,-82.5405,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1148,29.9289,-82.53798333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1149,29.92796667,-82.54031667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1150,29.92871667,-82.53698333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1151,29.9288,-82.53995,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1152,29.92886667,-82.53596667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1153,29.92935,-82.53913333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1154,29.92916667,-82.53501667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1155,29.92928333,-82.53815,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1156,29.92958333,-82.5341,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1157,29.9291,-82.53713333,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1158,29.9301,-82.53325,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1159,29.92921667,-82.53611667,1,FALSE,Santa Fe River,FALSE
WAYPOINT,SFR1160,29.93056667,-82.53236667,1,FALSE,Santa Fe River,FALSE
